証券コード,企業名,保有者名,最新保有割合(%),保有割合推移,保有目的,トリガー条件,報告書件数,グループ合算(%),共同保有者数,グループ合算推移
8604,野村ホールディングス株式会社,"ブラックロック・インスティテューショナル・トラスト・カンパニー、エヌ．エイ．(BlackRock Institutional Trust Company, N.A.)",1.41,24/10: 1.41%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8604,野村ホールディングス株式会社,ブラックロック・ファンド・マネジャーズ・リミテッド(BlackRock Fund Managers Limited),0.89,24/10: 0.89%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8604,野村ホールディングス株式会社,ブラックロック・アセット・マネジメント・アイルランド・リミテッド(BlackRock Asset Management Ireland Limited),0.75,24/10: 0.75%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8604,野村ホールディングス株式会社,ブラックロック（ネザーランド）BV(BlackRock (Netherlands) BV),0.35,24/10: 0.35%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8604,野村ホールディングス株式会社,ブラックロック・インベストメント・マネジメント（ユーケー）リミテッド(BlackRock Investment Management (UK) Limited),0.23,24/10: 0.23%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8604,野村ホールディングス株式会社,"ブラックロック・フィナンシャル・マネジメント・インク(BlackRock Financial Management, Inc.)",0.21,24/10: 0.21%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8604,野村ホールディングス株式会社,ブラックロック・アセット・マネジメント・カナダ・リミテッド(BlackRock Asset Management Canada Limited),0.17,24/10: 0.17%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8604,野村ホールディングス株式会社,"アペリオ・グループ・エルエルシー(Aperio Group, LLC)",0.15,24/10: 0.15%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8604,野村ホールディングス株式会社,"ブラックロック・アドバイザーズ・エルエルシー(BlackRock Advisers, LLC)",0.13,24/10: 0.13%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8604,野村ホールディングス株式会社,ブラックロック・インベストメント・マネジメント （オーストラリア）リミテッド(BlackRock Investment Management (Australia) Limited),0.12,24/10: 0.12%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8604,野村ホールディングス株式会社,ブラックロック・インベストメント・マネジメント・エルエルシー(BlackRock Investment Management LLC),0.09,24/10: 0.09%,純投資（顧客および投資信託等の資産運用目的）,C:会社提案否決,1,8.47,12,24/10: 8.47%
8613,丸三証券株式会社,三井住友トラスト・アセットマネジメント株式会社,2.61,24/03: 3.68% → 24/06: 2.61%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,2,4.05,2,24/03: 5.08% → 24/06: 4.05%
8613,丸三証券株式会社,日興アセットマネジメント株式会社,1.44,24/03: 1.40% → 24/06: 1.44%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,2,4.05,2,24/03: 5.08% → 24/06: 4.05%
8616,東海東京フィナンシャル・ホールディングス株式会社,株式会社三菱ＵＦＪ銀行,3.96,24/06: 3.96% → 24/07: 3.96%,政策投資,A:賛成率低下 + C:会社提案否決,2,6.10,3,24/06: 6.22% → 24/07: 6.10%
8616,東海東京フィナンシャル・ホールディングス株式会社,三井住友トラスト・アセットマネジメント株式会社,2.16,25/09: 2.16%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下 + C:会社提案否決,1,5.38,3,25/09: 5.38%
8616,東海東京フィナンシャル・ホールディングス株式会社,三井住友信託銀行株式会社,1.86,25/09: 1.86%,政策投資として保有するもの。,A:賛成率低下 + C:会社提案否決,1,5.38,3,25/09: 5.38%
8616,東海東京フィナンシャル・ホールディングス株式会社,三菱ＵＦＪ信託銀行株式会社,1.59,24/06: 1.71% → 24/07: 1.59%,純投資,A:賛成率低下 + C:会社提案否決,2,6.10,3,24/06: 6.22% → 24/07: 6.10%
8616,東海東京フィナンシャル・ホールディングス株式会社,アモーヴァ・アセットマネジメント株式会社,1.37,25/09: 1.37%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下 + C:会社提案否決,1,5.38,3,25/09: 5.38%
8616,東海東京フィナンシャル・ホールディングス株式会社,三菱ＵＦＪアセットマネジメント株式会社,0.56,24/06: 0.55% → 24/07: 0.56%,純投資,A:賛成率低下 + C:会社提案否決,2,6.10,3,24/06: 6.22% → 24/07: 6.10%
8617,光世証券株式会社,株式会社巽也蔵,19.99,24/01: 16.93% → 24/01: 16.93% → 24/10: 19.19% → 24/10: 19.19% → 25/04: 17.61% → 25/06: 18.65% → 25/08: 19.69% → 25/11: 20.38% → 25/11: 20.39% → 26/01: 19.99%,安定株主として保有,A:賛成率低下,10,41.32,3,24/01: 42.80% → 24/01: 42.80% → 24/10: 44.12% → 24/10: 41.79% → 25/04: 41.79% → 25/06: 42.82% → 25/08: 43.86% → 25/11: 46.35% → 25/11: 43.09% → 26/01: 41.32%
8617,光世証券株式会社,株式会社巽事務所,11.72,24/01: 16.26% → 24/01: 16.26% → 24/10: 15.31% → 24/10: 12.98% → 25/04: 14.56% → 25/06: 14.56% → 25/08: 14.56% → 25/11: 16.35% → 25/11: 13.09% → 26/01: 11.72%,安定株主として保有,A:賛成率低下,10,41.32,3,24/01: 42.80% → 24/01: 42.80% → 24/10: 44.12% → 24/10: 41.79% → 25/04: 41.79% → 25/06: 42.82% → 25/08: 43.86% → 25/11: 46.35% → 25/11: 43.09% → 26/01: 41.32%
8617,光世証券株式会社,株式会社哲学の道文庫,9.61,24/01: 9.61% → 24/01: 9.61% → 24/10: 9.61% → 24/10: 9.61% → 25/04: 9.61% → 25/06: 9.61% → 25/08: 9.61% → 25/11: 9.61% → 25/11: 9.61% → 26/01: 9.61%,政策投資として株主の安定化に協力,A:賛成率低下,10,41.32,3,24/01: 42.80% → 24/01: 42.80% → 24/10: 44.12% → 24/10: 41.79% → 25/04: 41.79% → 25/06: 42.82% → 25/08: 43.86% → 25/11: 46.35% → 25/11: 43.09% → 26/01: 41.32%
8617,光世証券株式会社,巽　大介,5.70,25/11: 5.70%,安定株主として保有,A:賛成率低下,1,8.85,2,25/11: 8.85%
8617,光世証券株式会社,三井住友トラスト・アセットマネジメント株式会社,4.31,24/05: 4.31%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,1,4.54,2,24/05: 4.54%
8617,光世証券株式会社,巽　春菜,3.15,25/11: 3.15%,安定株主として保有,A:賛成率低下,1,8.85,2,25/11: 8.85%
8617,光世証券株式会社,日興アセットマネジメント株式会社,0.23,24/05: 0.23%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,1,4.54,2,24/05: 4.54%
8630,ＳＯＭＰＯホールディングス株式会社,ノルウェー銀行(Norges Bank),5.00,24/03: 5.00%,純投資,A:賛成率低下,1,5.00,1,24/03: 5.00%
8630,ＳＯＭＰＯホールディングス株式会社,三井住友トラスト・アセットマネジメント株式会社,2.94,25/09: 2.94%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,1,4.73,2,25/09: 4.73%
8630,ＳＯＭＰＯホールディングス株式会社,アモーヴァ・アセットマネジメント株式会社,1.80,25/09: 1.80%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,1,4.73,2,25/09: 4.73%
8699,ＨＳホールディングス株式会社,澤田　秀雄,2.17,24/11: 2.17%,安定株主として長期保有しております。,C:会社提案否決,1,2.17,1,24/11: 2.17%
8704,トレイダーズホールディングス株式会社,株式会社Ｋパワー,23.41,24/08: 16.67% → 25/02: 16.67% → 25/04: 19.89% → 25/06: 19.89% → 26/02: 19.89% → 26/05: 23.41%,経営に参加するため,A:賛成率低下,6,40.07,5,24/08: 42.29% → 25/02: 42.29% → 25/04: 42.29% → 25/06: 39.65% → 26/02: 39.65% → 26/05: 40.07%
8704,トレイダーズホールディングス株式会社,有限会社ジェイアンドアール,11.36,24/08: 11.36% → 25/02: 11.36% → 25/04: 11.36% → 25/06: 11.36% → 26/02: 11.36% → 26/05: 11.36%,経営に参加するため,A:賛成率低下,6,40.07,5,24/08: 42.29% → 25/02: 42.29% → 25/04: 42.29% → 25/06: 39.65% → 26/02: 39.65% → 26/05: 40.07%
8704,トレイダーズホールディングス株式会社,三井住友ＤＳアセットマネジメント株式会社,5.42,25/09: 4.11% → 26/02: 5.42%,純投資（投資収益性を重視して行う投資）,A:賛成率低下,2,5.42,2,25/09: 5.11% → 26/02: 5.42%
8704,トレイダーズホールディングス株式会社,株式会社旭興産,2.67,24/08: 2.67% → 25/02: 2.67% → 25/04: 2.67% → 25/06: 2.67% → 26/02: 2.67% → 26/05: 2.67%,経営に参加するため,A:賛成率低下,6,40.07,5,24/08: 42.29% → 25/02: 42.29% → 25/04: 42.29% → 25/06: 39.65% → 26/02: 39.65% → 26/05: 40.07%
8704,トレイダーズホールディングス株式会社,金丸　貴行,2.63,24/08: 5.43% → 25/02: 5.43% → 25/04: 2.21% → 25/06: 2.21% → 26/02: 2.21% → 26/05: 2.63%,経営に参加するため,A:賛成率低下,6,40.07,5,24/08: 42.29% → 25/02: 42.29% → 25/04: 42.29% → 25/06: 39.65% → 26/02: 39.65% → 26/05: 40.07%
8704,トレイダーズホールディングス株式会社,金丸　多賀,0.00,24/08: 3.52% → 25/02: 3.52% → 25/04: 3.52% → 25/06: 3.52% → 26/02: 3.52% → 26/05: 0.00%,経営に参加するため,A:賛成率低下,6,40.07,5,24/08: 42.29% → 25/02: 42.29% → 25/04: 42.29% → 25/06: 39.65% → 26/02: 39.65% → 26/05: 40.07%
8704,トレイダーズホールディングス株式会社,貴多株式会社,0.00,24/08: 2.64% → 25/02: 2.64% → 25/04: 2.64% → 25/06: 0.00%,該当事項なし（共同保有者から除外）,A:賛成率低下,4,39.65,6,24/08: 42.29% → 25/02: 42.29% → 25/04: 42.29% → 25/06: 39.65%
8704,トレイダーズホールディングス株式会社,株式会社　三井住友銀行,0.00,25/09: 1.00% → 26/02: 0.00%,該当事項なし（共同保有者から除外）,A:賛成率低下,2,5.42,2,25/09: 5.11% → 26/02: 5.42%
8713,フィデアホールディングス株式会社,三井住友トラスト・アセットマネジメント株式会社,2.62,24/07: 2.62%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,1,4.27,2,24/07: 4.27%
8713,フィデアホールディングス株式会社,日興アセットマネジメント株式会社,1.66,24/07: 1.66%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,1,4.27,2,24/07: 4.27%
8750,株式会社第一ライフグループ,エフィッシモ　キャピタル　マネージメント　ピーティーイー　エルティーディー（Effissimo Capital Management Pte. Ltd.）,10.99,24/01: 9.88% → 24/03: 9.88% → 24/08: 10.67% → 25/04: 10.99% → 26/02: 10.99% → 26/02: 10.99%,投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,A:賛成率低下,6,10.99,1,24/01: 9.88% → 24/03: 9.88% → 24/08: 10.67% → 25/04: 10.99% → 26/02: 10.99% → 26/02: 10.99%
8750,株式会社第一ライフグループ,野村アセットマネジメント株式会社,5.02,26/07: 5.02%,信託財産の運用として保有している。,A:賛成率低下,1,5.02,1,26/07: 5.02%
8750,株式会社第一ライフグループ,三井住友トラスト・アセットマネジメント株式会社,3.11,25/09: 3.00% → 26/04: 3.11%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,2,5.03,2,25/09: 4.67% → 26/04: 5.03%
8750,株式会社第一ライフグループ,アセットマネジメントOne株式会社,2.45,25/01: 2.45%,投資信託または投資一任契約に基づき投資権限を有するもの。,A:賛成率低下,1,4.61,4,25/01: 4.61%
8750,株式会社第一ライフグループ,ブラックロック・ファンド・アドバイザーズ(BlackRock Fund Advisors),2.33,25/07: 1.88% → 26/06: 2.33%,純投資（投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,ブラックロック・ジャパン株式会社,1.99,25/07: 1.87% → 26/06: 1.99%,純投資（投資一任契約に基づく顧客の資産運用および投資信託約款に基づく資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,アモーヴァ・アセットマネジメント株式会社,1.92,25/09: 1.67% → 26/04: 1.92%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,2,5.03,2,25/09: 4.67% → 26/04: 5.03%
8750,株式会社第一ライフグループ,株式会社みずほ銀行,1.47,25/01: 1.47%,発行会社の要請に応え、かつ発行会社との取引関係の強化を図るもの。,A:賛成率低下,1,4.61,4,25/01: 4.61%
8750,株式会社第一ライフグループ,"ブラックロック・インスティテューショナル・トラスト・カンパニー、エヌ．エイ．(BlackRock Institutional Trust Company, N.A.)",1.36,25/07: 1.26% → 26/06: 1.36%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,ブラックロック・アセット・マネジメント・アイルランド・リミテッド(BlackRock Asset Management Ireland Limited),0.79,25/07: 0.70% → 26/06: 0.79%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,ブラックロック・インベストメント・マネジメント（ユーケー）リミテッド(BlackRock Investment Management (UK) Limited),0.50,25/07: 0.18% → 26/06: 0.50%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,みずほ信託銀行株式会社,0.44,25/01: 0.44%,信託財産として運用その他の信託目的に従い保有するもの。,A:賛成率低下,1,4.61,4,25/01: 4.61%
8750,株式会社第一ライフグループ,ブラックロック（ネザーランド）BV(BlackRock (Netherlands) BV),0.31,25/07: 0.32% → 26/06: 0.31%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,みずほ証券 株式会社,0.24,25/01: 0.24%,政策投資目的にて保有するもの。ディーリング(短期売買)目的で保有するもの。レンディングその他取引に基づく一時的保有。,A:賛成率低下,1,4.61,4,25/01: 4.61%
8750,株式会社第一ライフグループ,ブラックロック・ファンド・マネジャーズ・リミテッド(BlackRock Fund Managers Limited),0.19,25/07: 0.33% → 26/06: 0.19%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,ブラックロック・アセット・マネジメント・カナダ・リミテッド(BlackRock Asset Management Canada Limited),0.16,25/07: 0.12% → 26/06: 0.16%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,"ブラックロック・アドバイザーズ・エルエルシー(BlackRock Advisers, LLC)",0.13,25/07: 0.15% → 26/06: 0.13%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,ブラックロック・インベストメント・マネジメント （オーストラリア）リミテッド(BlackRock Investment Management (Australia) Limited),0.13,25/07: 0.10% → 26/06: 0.13%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,"ブラックロック・フィナンシャル・マネジメント・インク(BlackRock Financial Management, Inc.)",0.12,25/07: 0.10% → 26/06: 0.12%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8750,株式会社第一ライフグループ,ブラックロック・インベストメント・マネジメント・エルエルシー(BlackRock Investment Management LLC),0.10,25/07: 0.10% → 26/06: 0.10%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,2,8.13,12,25/07: 7.12% → 26/06: 8.13%
8766,東京海上ホールディングス株式会社,三井住友トラスト・アセットマネジメント株式会社,3.08,25/09: 3.08%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,1,5.09,2,25/09: 5.09%
8766,東京海上ホールディングス株式会社,三菱ＵＦＪ信託銀行株式会社,2.35,24/07: 2.62% → 24/10: 2.56% → 26/01: 2.35%,政策投資・純投資,A:賛成率低下,3,4.84,4,24/07: 4.87% → 24/10: 5.07% → 26/01: 4.84%
8766,東京海上ホールディングス株式会社,ブラックロック・ジャパン株式会社,2.13,24/06: 2.13%,純投資（投資一任契約に基づく顧客の資産運用および投資信託約款に基づく資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,アモーヴァ・アセットマネジメント株式会社,2.01,25/09: 2.01%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,1,5.09,2,25/09: 5.09%
8766,東京海上ホールディングス株式会社,ブラックロック・ファンド・アドバイザーズ(BlackRock Fund Advisors),1.96,24/06: 1.96%,純投資（投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,"ブラックロック・インスティテューショナル・トラスト・カンパニー、エヌ．エイ．(BlackRock Institutional Trust Company, N.A.)",1.37,24/06: 1.37%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,株式会社三菱ＵＦＪ銀行,1.22,24/07: 1.19% → 24/10: 1.19% → 26/01: 1.22%,政策投資,A:賛成率低下,3,4.84,4,24/07: 4.87% → 24/10: 5.07% → 26/01: 4.84%
8766,東京海上ホールディングス株式会社,三菱ＵＦＪアセットマネジメント株式会社,1.14,24/07: 1.06% → 24/10: 1.04% → 26/01: 1.14%,純投資,A:賛成率低下,3,4.84,4,24/07: 4.87% → 24/10: 5.07% → 26/01: 4.84%
8766,東京海上ホールディングス株式会社,ブラックロック・アセット・マネジメント・アイルランド・リミテッド(BlackRock Asset Management Ireland Limited),0.84,24/06: 0.84%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,ブラックロック・ファンド・マネジャーズ・リミテッド(BlackRock Fund Managers Limited),0.31,24/06: 0.31%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,ブラックロック（ネザーランド）BV(BlackRock (Netherlands) BV),0.27,24/06: 0.27%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,三菱ＵＦＪモルガン・スタンレー証券株式会社,0.13,24/10: 0.29% → 26/01: 0.13%,商品有価証券等として保有するもの,A:賛成率低下,2,4.84,4,24/10: 5.07% → 26/01: 4.84%
8766,東京海上ホールディングス株式会社,ブラックロック・アセット・マネジメント・カナダ・リミテッド(BlackRock Asset Management Canada Limited),0.12,24/06: 0.12%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,ブラックロック・インベストメント・マネジメント（ユーケー）リミテッド(BlackRock Investment Management (UK) Limited),0.11,24/06: 0.11%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,"ブラックロック・アドバイザーズ・エルエルシー(BlackRock Advisers, LLC)",0.09,24/06: 0.09%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,ブラックロック・インベストメント・マネジメント・エルエルシー(BlackRock Investment Management LLC),0.09,24/06: 0.09%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,ブラックロック(ルクセンブルグ）エス・エー(BlackRock (Luxembourg) S.A.),0.03,24/06: 0.03%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,ブラックロック・ライフ・リミテッド(BlackRock Life Limited),0.03,24/06: 0.03%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,7.11,8,24/06: 7.11%
8766,東京海上ホールディングス株式会社,MUFGセキュリティーズEMEA,0.02,24/07: 0.02%,トレーディング目的の保有,A:賛成率低下,1,4.87,3,24/07: 4.87%
8818,京阪神ビルディング株式会社,株式会社ストラテジックキャピタル,9.17,24/02: 5.09% → 25/04: 5.97% → 25/07: 7.14% → 25/10: 8.28% → 25/12: 9.29% → 25/12: 10.30% → 26/02: 10.54% → 26/04: 11.99% → 26/06: 10.66% → 26/07: 9.44% → 26/08: 9.17%,株主価値向上のために発行者との建設的対話及び発行者への重要提案行為等を行うこと、並びに純投資。重要提案行為等：当該目的を達成するため、重要な財産の処分（賃貸等不動産の処分）、株主還元（特定の株主（提出者が発行者の安定株主であると判断した株主）からの自己株式の取得）及び上場廃止（第三者による買収）の重要提案行為等を行っております。,B:新規株主提案,11,9.17,1,24/02: 5.09% → 25/04: 5.97% → 25/07: 7.14% → 25/10: 8.28% → 25/12: 9.29% → 25/12: 10.30% → 26/02: 10.54% → 26/04: 11.99% → 26/06: 10.66% → 26/07: 9.44% → 26/08: 9.17%
8818,京阪神ビルディング株式会社,株式会社　三井住友銀行,4.37,24/04: 4.33% → 26/05: 4.37% → 26/07: 4.37%,政策保有目的,B:新規株主提案,3,9.62,4,24/04: 6.33% → 26/05: 8.38% → 26/07: 9.62%
8818,京阪神ビルディング株式会社,ＳＭＢＣ日興証券株式会社,3.54,24/04: 0.32% → 26/05: 2.27% → 26/07: 3.54%,政策保有目的及び証券業務に係る一時保有のため,B:新規株主提案,3,9.62,4,24/04: 6.33% → 26/05: 8.38% → 26/07: 9.62%
8818,京阪神ビルディング株式会社,三井住友カード　株式会社,1.51,24/04: 1.50% → 26/05: 1.51% → 26/07: 1.51%,政策保有目的,B:新規株主提案,3,9.62,4,24/04: 6.33% → 26/05: 8.38% → 26/07: 9.62%
8818,京阪神ビルディング株式会社,三井住友ＤＳアセットマネジメント株式会社,0.20,24/04: 0.18% → 26/05: 0.23% → 26/07: 0.20%,純投資（投資収益性を重視して行う投資）,B:新規株主提案,3,9.62,4,24/04: 6.33% → 26/05: 8.38% → 26/07: 9.62%
8818,京阪神ビルディング株式会社,ＳＭＢＣファイナンスサービス株式会社,0.00,24/04: 0.00%,令和6年4月1日、三井住友カード株式会社を存続会社とする合併により消滅。,B:新規株主提案,1,6.33,4,24/04: 6.33%
8871,株式会社ゴールドクレスト,株式会社ミューアセット,44.04,24/10: 44.04%,安定株主として長期保有しております。,C:会社提案否決,1,54.48,3,24/10: 54.48%
8871,株式会社ゴールドクレスト,株式会社ストラテジックキャピタル,16.28,24/04: 9.00% → 24/08: 10.00% → 24/09: 11.03% → 24/10: 12.04% → 24/12: 13.10% → 25/08: 14.13% → 26/02: 14.67% → 26/07: 16.28%,株主価値向上のために発行者との建設的対話及び発行者への重要提案行為等を行うこと、並びに純投資。重要提案行為等：当該目的を達成するため、資本政策に関する重要な変更(有利子負債の活用及び株主資本の抑制を通じて資本構成を改善すること)、上場廃止(第三者による買収)、増配(年度毎にDOE8%、配当性向100%の高い方を株主還元方針とすること)及び特定の株主(安川秀俊氏及び同氏が実質的に支配すると提出者が判断した株主)からの自己株式取得の重要提案行為等を行っております。,C:会社提案否決,8,16.28,1,24/04: 9.00% → 24/08: 10.00% → 24/09: 11.03% → 24/10: 12.04% → 24/12: 13.10% → 25/08: 14.13% → 26/02: 14.67% → 26/07: 16.28%
8871,株式会社ゴールドクレスト,株式会社エスディサポート,7.55,24/10: 7.55%,安定株主として長期保有しております。,C:会社提案否決,1,54.48,3,24/10: 54.48%
8871,株式会社ゴールドクレスト,エフエムアール エルエルシー（FMR LLC）,7.44,24/04: 6.23% → 25/04: 5.09% → 26/03: 3.87% → 26/06: 8.84% → 26/06: 5.09% → 26/06: 6.23% → 26/06: 3.87% → 26/06: 7.72% → 26/06: 7.44%,顧客の財産を信託証書および契約等に基づき運用するために保有。しかしながら、当該保有証券の名義人は弊社ではなく、顧客の選択した銀行（カストディアンバンク）等になります。,C:会社提案否決,9,7.44,1,24/04: 6.23% → 25/04: 5.09% → 26/03: 3.87% → 26/06: 8.84% → 26/06: 5.09% → 26/06: 6.23% → 26/06: 3.87% → 26/06: 7.72% → 26/06: 7.44%
8871,株式会社ゴールドクレスト,フィデリティ　マネジメント　アンド　リサーチ　カンパニー　エルエルシー (Fidelity Management & Research Company LLC),5.98,26/06: 6.09% → 26/06: 6.02% → 26/06: 3.87% → 26/06: 5.09% → 26/06: 5.98% → 26/06: 5.98%,当該有価証券は、グループの資産運用および管理機能に関連して保有されているものです。,C:会社提案否決,6,7.69,2,26/06: 8.64% → 26/06: 6.23% → 26/06: 3.87% → 26/06: 5.09% → 26/06: 7.41% → 26/06: 7.69%
8871,株式会社ゴールドクレスト,安川　秀俊,2.90,24/10: 2.90%,安定株主として長期保有しております。,C:会社提案否決,1,54.48,3,24/10: 54.48%
8871,株式会社ゴールドクレスト,エフエムアール　インベストメント　マネジメント　ユーケー　リミテッド (FMR Investment Management (UK) Limited),0.21,26/06: 2.55% → 26/06: 1.71% → 26/06: 1.43% → 26/06: 0.21%,当社は自己の投資目的で有価証券を保有していません。記録上の有価証券は関連会社の事務・運営目的のためであり、投資目的ではありません。,C:会社提案否決,4,6.23,2,26/06: 8.64% → 26/06: 7.69% → 26/06: 7.41% → 26/06: 6.23%
8897,ＭＩＲＡＲＴＨホールディングス株式会社,一般社団法人村山財産管理,21.18,24/05: 21.18%,発行者の創業者から信託を受け、発行者の株式を保有しており、安定株主として保有しております。,C:会社提案否決,1,21.18,1,24/05: 21.18%
8897,ＭＩＲＡＲＴＨホールディングス株式会社,村山　義男,21.18,24/05: 21.18%,発行会社の創業者であり、経営参加を目的とした安定株主として保有しております。,C:会社提案否決,1,22.84,2,24/05: 22.84%
8897,ＭＩＲＡＲＴＨホールディングス株式会社,有限会社村山企画,1.65,24/05: 1.65%,安定株主として、長期保有することを目的としております。,C:会社提案否決,1,22.84,2,24/05: 22.84%
9020,東日本旅客鉄道株式会社,三菱ＵＦＪ信託銀行株式会社,4.57,24/07: 4.57%,政策投資・純投資・退職給付信託,B:新規株主提案,1,7.21,4,24/07: 7.21%
9020,東日本旅客鉄道株式会社,株式会社みずほ銀行,2.75,26/05: 2.75%,発行会社の要請に応え、かつ発行会社との取引関係の強化を図るもの。,B:新規株主提案,1,5.15,2,26/05: 5.15%
9020,東日本旅客鉄道株式会社,アセットマネジメントOne株式会社,2.39,26/05: 2.39%,投資信託または投資一任契約に基づき投資権限を有するもの。,B:新規株主提案,1,5.15,2,26/05: 5.15%
9020,東日本旅客鉄道株式会社,ブラックロック・ファンド・アドバイザーズ(BlackRock Fund Advisors),1.99,25/11: 1.99%,純投資（投資信託等の資産運用目的）,B:新規株主提案,1,7.22,10,25/11: 7.22%
9020,東日本旅客鉄道株式会社,株式会社三菱ＵＦＪ銀行,1.70,24/07: 1.70%,政策投資,B:新規株主提案,1,7.21,4,24/07: 7.21%
